7b7e3ea|2026-06-09|feat(docx): replace DOCX surface with SuperDoc
07d785c|2026-06-09|docs(docx): tighten SuperDoc migration plan audit fixes
7d8e2ed|2026-06-09|docs(docx): plan SuperDoc AGPL migration
71385f9|2026-06-09|docs(docx): record viewer fit correction
3cb6915|2026-06-09|fix(docx): fit viewer pages without synthetic slicing
1dd9c15|2026-06-09|docs(docx): record browser-only viewer pagination fix
9f0b420|2026-06-09|fix(docx): split oversized viewer pages in browser
66adef9|2026-06-09|docs(docx): record viewer page separation verification
6c3862e|2026-06-09|fix(docx): honor Word page breaks in viewer mode
62a3831|2026-06-09|docs(docx): add fresh test and build verification
810db01|2026-06-09|docs(docx): record installed VSIX visual verification
f77a240|2026-06-09|fix(docx): add SuperDoc-informed edit tuning pass
836dd26|2026-06-09|fix(docx): polish edit mode CSS from SuperDoc spike
611345f|2026-06-09|docs(docx): correct SuperDoc spike verdict
facb6c1|2026-06-09|docs(docx): record Word parity runtime comparison
b7307e5|2026-06-09|fix(package): exclude local docx parity fixtures
0926d74|2026-06-09|fix(docx): tune edit mode for Word parity QA
a188d2a|2026-06-08|[agent] chore: bump release version to 3.7.47
269a2d2|2026-06-08|[agent] merge: include docx viewer-first release fixes
5f97e0b|2026-06-08|fix(docx): keep clean view switch clean
5f7464b|2026-06-08|fix(docx): default to preview viewer mode
db3af4d|2026-06-08|fix(markdown): avoid duplicate printable routing in wikilinks
cf95209|2026-06-08|fix(markdown): restore wikilink pair completion
fe3264e|2026-06-08|fix(markdown): harden wikilink autocomplete recovery
c0b9cd5|2026-06-08|docs(markdown): plan wikilink autocomplete QA hardening
d8c0bb6|2026-06-08|docs: sync DOCX and PPTX public docs for merge QA
e494c41|2026-06-08|docs(plan): document public docs sync before merge QA
8783cab|2026-06-08|docs(pptx): refresh qa handoff evidence
2ee5f68|2026-06-08|fix(pptx): polish presenter focus ux docs
95075c7|2026-06-08|feat(pptx): add powerpoint-style viewing modes
c896fc7|2026-06-08|docs(pptx): align view-only UX pre-qa plan
7eb6c45|2026-06-08|docs(pptx): close PowerPoint UX QA handoff
bf436d0|2026-06-08|feat(pptx): add PowerPoint-like viewer panes
baf3f53|2026-06-08|docs(pptx): document PowerPoint viewer UX target
5931508|2026-06-08|fix(pptx): remove partial edit mode
4cf86cc|2026-06-08|fix(pptx): keep text edits synced on delete
6a92d34|2026-06-08|fix(pptx): expose editable slide text runs
35218cb|2026-06-07|docs(verification): add audited dev_pptx tip pointer
8f24316|2026-06-07|docs(verification): record installed office smoke closure
0dcc058|2026-06-07|fix(pptx): use public slide count getter
278d09d|2026-06-07|fix(office): route docx pptx save through active providers
93d3ab2|2026-06-07|Merge branch 'main' into dev_pptx
79edb5f|2026-06-07|Merge branch 'main' into dev_docx
40dc5f0|2026-06-07|docs(verification): close final merge audit notes
0d47c2e|2026-06-07|docs(verification): record integrated merge readiness
dbe12d3|2026-06-07|merge(docx): integrate docx editor into pptx pre-qa branch
4a52cf3|2026-06-07|docs(verification): record pptx tsc gate fix
768a81f|2026-06-07|fix(pptx): declare extension type roots for tsc
3a5ad95|2026-06-07|docs(verification): align evidence with final branch tips
314d020|2026-06-07|Merge branch 'main' into dev_pptx
67b84ec|2026-06-07|Merge branch 'main' into dev_docx
5a94913|2026-06-07|docs(verification): refresh docx pptx branch evidence
a76bfea|2026-06-07|Merge branch 'main' into dev_pptx
3a7f750|2026-06-07|Merge branch 'main' into dev_docx
9923e08|2026-06-07|docs(verification): clarify branch code verification commits
6578433|2026-06-07|Merge branch 'main' into dev_pptx
0827528|2026-06-07|Merge branch 'main' into dev_docx
4931918|2026-06-07|docs(verification): record docx pptx readiness evidence
9c2504d|2026-06-07|fix(pptx): add pre-qa dirty edit path
573f4bd|2026-06-07|fix(docx): route editor save through VS Code lifecycle
3ce0c20|2026-06-07|Merge branch 'main' into dev_pptx
4d3a83e|2026-06-07|Merge branch 'main' into dev_docx
a045758|2026-06-07|docs(plan): tighten docx pptx readiness gates
54e8ab8|2026-06-07|docs(plan): outline docx pptx merge readiness
ce2928b|2026-06-07|docs(audit): incorporate backend cross-branch review
50912aa|2026-06-07|docs(audit): add cross-branch research for docx pptx markdown
41aebe0|2026-06-05|docs(markdown): add wikilink cache residual risks
4c393bc|2026-06-05|docs(markdown): record wikilink cache verification
2cfb693|2026-06-05|fix(markdown): cache wikilink file discovery
61267fd|2026-06-05|test(pptx): rewrite pptxPhase4Test for new pptx-renderer + pptx-svg architecture
de0a716|2026-06-05|fix(docx): use Uint8Array instead of Buffer.from for VS Code API compat
1276ec3|2026-06-05|fix(pptx): use Uint8Array instead of Buffer.from, add proper imports
78fdb35|2026-06-05|devlog: add 04 phase gate completion summary for DOCX+PPTX
12dd9ea|2026-06-05|chore(pptx): remove legacy cheerio-based pptxReader
9502085|2026-06-05|feat(pptx): add PptxEditorProvider with CustomEditorProvider save lifecycle
3fe4a4a|2026-06-05|feat(docx): add DocxEditorProvider with CustomEditorProvider save lifecycle
6b411e9|2026-06-05|devlog: update master plan — mark completed phases for DOCX and PPTX
a6346e0|2026-06-05|feat(pptx): add dual-mode View/Edit with pptx-svg WASM editing
867bd89|2026-06-05|devlog: add 02/03 integration records for dev_docx and dev_pptx
2c9d959|2026-06-05|feat(pptx): replace cheerio text extraction with pptx-renderer for high-fidelity rendering
f6e3bf4|2026-06-05|feat(docx): replace docx-preview with eigenpal/docx-editor for WYSIWYG editing
a3dcf6f|2026-06-05|devlog: add 01_master_plan for DOCX/PPTX editing implementation
48f7ab5|2026-06-05|devlog: add 00_research DOCX editing + PPTX fidelity library survey
225b036|2026-06-04|docs: record registry publish evidence
d9460b7|2026-06-04|chore: prepare registry release publishing
3356d94|2026-06-04|docs: record wikilink baseline stabilization
16662c9|2026-06-04|fix: record wikilink runtime source transaction gap
317fd0c|2026-06-04|fix: rebuild wikilink authoring source transactions
435975f|2026-06-04|ci: run npm audit through npm execpath
912bdfe|2026-06-04|ci: use platform npm command in audit
498ef49|2026-06-04|test: avoid npx spawn in HWP viewer checks
282645b|2026-06-04|test: fix CI fixture portability
65df288|2026-06-04|test: harden CI path and HWP fixture checks
f71cc2c|2026-06-04|ci: avoid lockfile cache assumption
fc03407|2026-06-04|docs: record release website smoke evidence
4d99f87|2026-06-04|chore: complete release preflight audit
032579c|2026-06-03|fix: highlight HWP viewer find results
c6c8e74|2026-06-03|fix: keep HWP find enter inside search
31d1311|2026-06-03|feat: add HWP internal find shortcuts
690e0e7|2026-06-03|docs: update HWP PDF API surface
fe34f15|2026-06-03|feat: use native rhwp PDF export
76d62ff|2026-06-03|docs: record HWP PDF export evidence
6ddc18f|2026-06-03|feat: add HWP PDF export
61f08c2|2026-06-03|feat: integrate HWP viewer mode
ed72d3a|2026-06-01|docs(structure): preserve latest structure notes
bbff4e6|2026-06-01|test(ci): expand GitHub release gate
6b42eae|2026-06-01|fix(markdown): harden cross-platform wikilink paths
4142ec7|2026-06-01|fix(markdown): support path-qualified wikilinks
0d2a50a|2026-06-01|docs(markdown): record wikilink verification evidence
851c371|2026-06-01|fix(markdown): stop unsupported wikilink render loop
07b5a46|2026-06-01|fix(markdown): align wikilink resolution policy
a2b5803|2026-06-01|docs(markdown): cover wikilink export policy
ecda523|2026-06-01|docs(markdown): refine wikilink closure plan audit
2aeee27|2026-06-01|docs(markdown): plan wikilink resolution closure
ad47552|2026-06-01|fix(markdown): preserve new wikilink rendering
e455821|2026-06-01|fix(markdown): collapse edited raw wikilinks on outside click
a76f00d|2026-06-01|chore(release): restore marketplace publisher
93e46b6|2026-06-01|chore(release): bump code-office to 3.7.11
b9c07a0|2026-06-01|chore(release): bump code-office to 3.7.11
8bb6e49|2026-06-01|fix(markdown): handle wikilink edge clicks outside spans
0292a2d|2026-06-01|fix(markdown): stabilize wikilink edge editing
4f36cea|2026-06-01|fix(markdown): reveal wikilinks at clicked text boundaries
74c17f3|2026-06-01|chore(release): bump code-office to 3.7.8
6ee5728|2026-06-01|fix(markdown): handle wikilink beforeinput and boundary reveal
bcafbaf|2026-06-01|fix(markdown): capture wikilink input completion events
0b938fd|2026-06-01|fix(markdown): complete wikilink pairs after editor input
78d7a0f|2026-06-01|fix(markdown): detect wikilink pairing from element selections
9b613fe|2026-06-01|docs(markdown): document wikilink authoring flow
73b2651|2026-06-01|feat(markdown): add wikilink authoring autocomplete
5988eb1|2026-06-01|docs(markdown): clarify wikilink boundary source reveal
50317ed|2026-06-01|docs(markdown): expand obsidian live preview wikilink research
d87921d|2026-06-01|docs(markdown): research wikilink authoring autocomplete
b985877|2026-06-01|docs(markdown): update raw editor mode structure
bfbb4fb|2026-06-01|fix(markdown): render inactive live wikilinks
c7e1b79|2026-06-01|test(markdown): include live raw regression in release verify
de8098d|2026-06-01|docs(markdown): document live raw workflow
def814e|2026-06-01|feat(markdown): add live raw source mode
4a44c96|2026-06-01|[agent] docs: refresh public README and Pages
261ca97|2026-06-01|docs(markdown): plan live raw mode
e83646b|2026-06-01|docs(goal): add production ready phase evidence
91e74c7|2026-06-01|docs(goal): record production ready phase acceptance
49e2b86|2026-05-31|chore(release): bump code-office to 3.7.7
260b170|2026-05-31|docs: file finalized ir wikilink notes
ffaf871|2026-05-31|fix(phase06.2): upgrade audited dependencies
538dea4|2026-05-31|fix(phase06.1): close dependency audit findings
32a2d10|2026-05-31|docs(phase6): record excel e2e evidence
26d4dd1|2026-05-31|test(phase6): lock excel strikethrough preservation
7b8a46e|2026-05-31|docs(phase6): polish excel closure plan
d7fb535|2026-05-31|docs(phase6): fix excel test plan audit gaps
f849880|2026-05-31|docs(phase6): plan excel strikethrough closure
851b37a|2026-05-31|fix(phase5): harden markdown cjk inline formatting
018b5b3|2026-05-31|docs(phase5): fix fixture fence and e2e boundary
738d2e2|2026-05-31|docs(phase5): require cjk negative assertions
20b696a|2026-05-31|docs(phase5): plan markdown cjk inline formatting
706734c|2026-05-31|fix(phase4): harden pptx preview closure
1748437|2026-05-31|docs(phase4): tighten pptx ui verification plan
c664c50|2026-05-31|docs(phase4): plan pptx preview closure
91a7bb0|2026-05-31|fix(phase3): hit-test raw wikilink clicks
6f39e9a|2026-05-31|fix(phase3): include preview container roots
a74864a|2026-05-31|fix(phase3): process vditor preview wikilinks
2ab9d13|2026-05-31|fix(phase3): include noneditable preview roots
31df855|2026-05-31|fix(phase3): observe delayed markdown previews
1eaeb69|2026-05-31|fix(phase3): harden wikilink click handling
d706e4a|2026-05-31|docs(phase3): specify util import safety
61ba72c|2026-05-31|docs(phase3): tighten click plan verification
9b5bd98|2026-05-31|docs(phase3): plan click/link correctness closure
5040200|2026-05-31|fix: add wikilink click feedback
3ae15ad|2026-05-31|fix: unblock markdown custom editor startup
aa83b51|2026-05-31|fix: IR mode wikilink click + live index update in webview
40b15f3|2026-05-31|feat: wire WikilinkIndex into resolver + provider
539754c|2026-05-31|feat: add WikilinkIndex with persistent cache + FileSystemWatcher
f2275d9|2026-05-31|fix: wikilink click opens .md in code-office editor, not default text editor
6e362d9|2026-05-31|fix: markdown editor opens as default for .md files
09321a6|2026-05-31|feat(markdown): default editor mode to IR (Obsidian Live Preview-like)
c113ed8|2026-05-31|feat(phase3): unresolved wikilink preview styling
54e5f77|2026-05-31|feat(phase3): export/click wikilink resolve parity + section/block anchors + create-note
82a0642|2026-05-31|docs(phase3): revise wikilink plan per audit (export call-site injection, pdf threading, resolveDirect parity, path-qualified unresolved, slug policy)
57fbb2c|2026-05-31|docs(phase3): add wikilink implementation plan (resolve parity + unresolved UX)
adf3ccc|2026-05-31|docs(phase3): reverse-engineering survey of Obsidian wikilink preview/export + verified impl status and gaps
634da05|2026-05-30|fix(theme): align Obsidian Dark/Light with actual Obsidian app colors
0f5515e|2026-05-30|chore: remove legacy files (.kiro, str_func, structure/_legacy, dev log, shortcuts)
ef5819f|2026-05-30|fix(hwp): stabilize save dirty state
abf0ea9|2026-05-30|chore(release): bump code-office to 3.7.6
490d766|2026-05-30|fix(hwp): intercept Cmd+S inside HWP webview
e1728f4|2026-05-30|fix(hwp): prevent Cmd+S focus steal and Finder popup during save
8214d8a|2026-05-30|feat(theme): add Obsidian Dark and Obsidian Light markdown themes
e71a29e|2026-05-30|docs(devlog): finalize completed phases to _fin/ (jawdev convention)
553f202|2026-05-30|docs: add developer documentation (ARCHITECTURE, CONTRIBUTING, FAQ)
0cc24ec|2026-05-30|docs(structure): rewrite to jawdev numbered convention (00-06)
55de065|2026-05-29|docs: crop showcase screenshots
199217b|2026-05-29|docs: add multi-format showcase
33df87d|2026-05-29|docs: update code-office local path
f13bc09|2026-05-29|brand: rename public surface to code-office
cfda238|2026-05-29|docs: bust pages stylesheet cache
86882cf|2026-05-29|docs: keep pages hero logo visible
6b5ab2c|2026-05-29|ci: install vsce for release packaging
5ce2d4c|2026-05-29|ci: gate release and pages verification
37e3fd7|2026-05-29|docs: polish README and GitHub Pages
ed00958|2026-05-29|brand: replace logo and document provenance
41c72f1|2026-05-29|docs: document pages enablement fallback
f7f44ed|2026-05-29|ci: enable pages first deploy
bb1f8f5|2026-05-29|docs: polish release surfaces
5034924|2026-05-29|fix: stabilize hwp save lifecycle
b304711|2026-05-29|docs(hwp): record hardening completion
7a01d40|2026-05-29|fix(hwp): harden full editor lifecycle
565d1b7|2026-05-29|docs(hwp): document full editing recovery audit
6024553|2026-05-29|fix(hwp): restore full rhwp editing
a0052c2|2026-05-29|chore(hwp): ignore generated rhwp bundle
e55903f|2026-05-29|fix(hwp): stabilize local rhwp viewer
d846c4d|2026-05-29|docs(devlog): refresh dependency audit snapshot
3048186|2026-05-29|feat(hwp): secure local rhwp viewer bridge
900b946|2026-05-29|docs(devlog): complete HWP React event plan
2bcaf5a|2026-05-29|docs(devlog): canonicalize HWP frontend state plan
693beac|2026-05-29|docs(devlog): fix HWP frontend audit plan gaps
c5933ee|2026-05-29|docs(devlog): fix HWP error message audit path
408694b|2026-05-29|docs(devlog): close HWP plan audit gaps
95b4ebe|2026-05-29|docs(devlog): split HWP security plan appendix
58eb274|2026-05-29|docs(devlog): add HWP security implementation plan
9cfc39c|2026-05-29|docs(devlog): plan HWP security recovery
e679241|2026-05-29|docs: update roadmap and structure for Phase 8 HWP/HWPX support
8d475dd|2026-05-28|feat: add HWP/HWPX native support via @rhwp/editor iframe
48667ca|2026-05-28|chore(devlog): add Phase 8.1 hardened diff plan after audit
664a75f|2026-05-28|chore(devlog): harden Phase 8 HWP/HWPX plan with actual API surface
4f2c3f2|2026-05-28|[agent] chore: update vscode marketplace publisher
46c4901|2026-05-25|3.7.5
cd08747|2026-05-25|chore: prepare marketplace packaging
2af9442|2026-05-25|feat: initialize vscode_obsdian adaptation
79cb860|2026-05-10|feat: upgrade docx-preview to 0.3.7 for improved Word table rendering
0f15737|2026-04-24|docs: update steering with critical architecture constraints and build rules
6daeff3|2026-04-24|chore: point vditor submodule to rjwang1982/vditor fork with our fixes
6dd9564|2026-04-24|docs: add development log for change tracking and troubleshooting
7925904|2026-04-24|chore: bump version to 3.7.3, reduce package size
78b6ade|2026-04-24|chore: further reduce package size by excluding dev files from vsix
c6d5bc8|2026-04-24|chore: move screenshot to images/, remove image/ directory
8aa7109|2026-04-24|chore: exclude test files, promo assets and temp images from git and vsix package
becf463|2026-04-24|fix: preview outline incomplete for large documents with mermaid charts
1eb8b22|2026-04-23|feat: v3.7.1 - fix Mermaid rendering, add emoji support, reload button, editor mode config
90b07a8|2026-04-23|chore: bump version to 3.6.7
f54706d|2026-04-23|feat: add reload button in toolbar, refactor event handlers in markdownEditorProvider
3488837|2026-04-22|fix: add missing Unicode 12.0+ geometric emoji support in Vditor editor
70a0000|2026-04-21|fix: rebuild Vditor with mermaid.run() API for full Mermaid v11 compatibility
5680e26|2026-04-19|chore: bump version to 3.6.4 and update CHANGELOG
35672fc|2026-04-19|fix: correct CSS selector for preview button in auto-preview mode
1103222|2026-04-19|feat: add preview mode - open markdown in read-only preview by default
91ed9aa|2026-04-19|feat: add configurable editor mode (wysiwyg/sv/ir) for Markdown editor
c0c3c8a|2026-04-18|docs: add acknowledgements for upstream authors (cweijan & Vanessa219)
0bb8892|2026-04-17|fix: markdown preview now fills available width (v3.6.3)
01dce1c|2026-04-17|docs: update CHANGELOG for v3.6.2, add project steering guide
f5e3391|2026-04-17|chore: bump version to 3.6.2, switch prepublish to npm
f1ccf2e|2026-04-17|chore: remove README-TW references from README.md and README-CN.md
a139690|2026-04-17|feat: update logo to green theme, update description, remove README-TW
bc10479|2026-04-17|fix: HTML export layout - enable breaks, adjust heading sizes and font to match Vditor
0cca231|2026-04-17|feat: remove Icon Theme and Java Decompiler, reduce package ~4.4 MB
1f7157a|2026-04-17|docs: add missing v3.5.9 entry to CHANGELOG
3db8e7f|2026-04-17|release: v3.5.9 - rename changelog.md to CHANGELOG.md for Marketplace recognition
b1acb3e|2026-04-17|release: v3.5.8
b5ee507|2026-04-17|docs: highlight HTML embedded images feature in all READMEs, changelog and description
a93ae01|2026-04-17|feat: embed local images as Base64 in HTML export
77a5323|2026-04-16|release: v3.5.6 - update Marketplace page with new README and screenshot
6ca25d3|2026-04-16|docs: replace screenshot, clean up old images, improve README layout
3324891|2026-04-16|docs: add fork improvements section to all READMEs
f6592cf|2026-04-16|release: publish v3.5.5 to VS Code Marketplace as rjwang.vscode-office-enhanced
a7b1921|2026-04-16|docs: remove unrelated content from project documentation
d177734|2026-04-16|refactor: code quality improvements
101a6dc|2026-04-16|refactor: cleanup dead code, fix typos, optimize packaging
a3c1600|2026-04-16|fix: align document content to left instead of center
3e8d598|2026-04-16|fix: align Mermaid diagrams to left instead of center
1b2a968|2026-04-16|feat: upgrade Mermaid from v8.8.0 to v11.14.0
e91d2fe|2025-11-01|Add brave
875385e|2025-04-28|Version 3.5.4.
161d40c|2025-04-28|Prevent event handling when both ctrl and meta keys are pressed
da14273|2025-04-28|Improve editor layout and adjust textarea padding
0f2cbdd|2025-04-28|Better edit model
08d6880|2025-04-28|Merge branch 'excelv2'
e8c7084|2025-04-28|Add column width calculation for Excel sheets
397a24f|2025-04-28|Modify the spreadsheet style to green
c7ea826|2025-04-28|Beautify excel viewer
c5dccbe|2025-04-28|Add VSCode logo display for CSV files in Excel Viewer
e146385|2025-04-28|Add text truncation with ellipsis for long strings in draw.js
becb226|2025-04-28|Enhance font styling for header cells in the spreadsheet
48b10e4|2025-04-28|Migrate @antv/s2 to x-data-spreadsheet
afb36e7|2025-04-24|Update readme
2ba1aa2|2025-04-17|Version 3.5.3.
0729cff|2025-04-17|No longer modify settings to control the markdown editor.
48625f5|2025-04-13|Support view rar file.
05df46e|2025-04-13|Do not use external programs to open excel and csv in compressed files
73cf10f|2025-04-10|Version 3.5.2.
4e2c7f4|2025-04-10|Compatible with rest client
a0ce6e6|2025-04-07|Upgrade vite.
8cb9299|2025-04-07|Version 3.5.1.
15d8283|2025-04-07|Update Word.css to set max-width for docx section
b8cd7cc|2025-04-07|Add ant design theme configuration
db426eb|2025-04-07|Enhance zipViewer UI with improvements
48e6cab|2025-04-07|Fix React Refresh not working.
5704224|2025-04-07|Add CORS headers to Vite server configuration
c3dc000|2025-04-07|Fix incorrect default value for theme configuration.
e4705ec|2025-04-07|Update name and icon.
9c93ddb|2025-04-07|Merge pull request #377 from DinoFive/master
788e5ef|2025-01-14|Version 3.5.0.
d98c902|2025-01-14|Remove "theme" color.
7bcfd29|2025-01-14|Add Filter to outline
368ee57|2025-01-14|Remove title and toolbar border.
10a9167|2024-12-16|Add cursor icon.
24f1cf7|2024-12-14|Version 3.4.8.
0818459|2024-12-14|Modify the font of the markdown editor.
5489e69|2024-12-13|Version 3.4.7.
282ed00|2024-12-13|Add autoFocus to font search input.
22fac29|2024-12-13|Update theme color.
577ac9a|2024-12-13|Add more editor theme.
aeb9272|2024-12-13|Revert "Change default theme from "light" to "Auto" form for markdown editor."
75fba6b|2024-12-13|Version 3.4.6.
5c35e56|2024-12-13|Add more theme.
e34812b|2024-12-13|Up doc.
050c267|2024-12-13|Change default theme from "light" to "Auto" form for markdown editor.
943aad5|2024-12-12|Support refresh for zip viewer.
dbdcaf1|2024-12-12|Reduce editor inlay hint foreground brightness.
c1a7d04|2024-12-06|Add Mermaid support for export
1fd4023|2024-12-06|Update status bar colors.
84e8b00|2024-12-06|Support for Java 'instanceof' operator and Java Generics highlighting.
a7422dd|2024-12-03|Version 3.4.5.
66dd3a3|2024-12-03|Fix active failed on cursor.
7aabca9|2024-11-27|Version 3.4.4.
8fc0634|2024-11-27|Upgrade dependencies version.
708d178|2024-11-27|Supports detecting pasted Markdown image formats.
cf2fce1|2024-11-27|Fixed some font loading failures.
0a0bd88|2024-11-27|Update editor associations for git extensions
a3cc826|2024-09-30|Update.
912a802|2024-09-29|Version 3.4.3.
763be11|2024-09-29|Update preventMacOptionKey.
f03cd3e|2024-09-28|Version 3.4.2.
789442e|2024-09-28|Add quick open.
062e707|2024-09-28|Fixed copying content failure in preview mode.
9ba13c8|2024-09-28|Bind .markdown ext to editor.
378aab8|2024-09-28|Fix edit in vscode shortcut not working.
b3a87f8|2024-09-28|Up doc.
216d4ec|2024-09-18|Version 3.4.1.
cad11a9|2024-09-18|固定s2版本
75695a4|2024-09-18|移除rimraf.
91b676e|2024-09-18|集成quickOpen
f9050b8|2024-09-12|Version 3.4.0.
fe0f146|2024-09-12|增加opiton屏蔽功能
c8d099a|2024-09-08|Version 3.3.11.
00a79b1|2024-09-08|Update suggest widget border
56f52a3|2024-08-25|Update README-CN.md
a00aa03|2024-08-25|Update README-CN.md
e285201|2024-07-20|Version 3.3.10.
211eb2c|2024-07-20|修复剪切后选中文本没有被清除
cc0d982|2024-07-16|Version 3.3.9.
fc53271|2024-07-15|Change npm to yarn
f0ece92|2024-07-15|Version 3.3.8.
afa7b34|2024-07-15|Better save effect.
c244457|2024-07-15|Fix can't paste on MacOS.
5c1072d|2024-07-15|Bind markdown switch button shortcut
d4a3f3c|2024-07-15|Fix custom views cannot be used in web environment.
affe7d9|2024-07-11|Version 3.3.7.
ae1b9f1|2024-07-11|优化VS Code内编辑体验
d11078a|2024-06-16|excel视图移除数据内换行符
983593d|2024-06-08|Merge pull request #314 from ronen1n/master
9443a8d|2024-06-07|Version 3.3.6.
c28d72d|2024-06-07|适配新版vscode
4f40380|2024-06-04|Version 3.3.4.
a585c86|2024-06-04|美化zip viewer
bc22d65|2024-06-04|修复无法解析只有一行的csv
89a77bd|2024-06-04|Up doc.
73bdc8c|2024-06-04|CSV解析增加容错
32b1a5e|2024-05-22|Update Github Dark.css
d12b9ac|2024-05-06|Version 3.3.3
4c9560b|2024-05-06|Fix shortcut conflict.
c4d56e9|2024-05-06|Revert "Update shortcut."
0957c16|2024-05-06|Force index size.
474fcbc|2024-05-06|Support show font item name and search font item.
2759af2|2024-05-06|Highlight excel selected background.
cb60297|2024-05-06|Support edit svg in VS Code.
62ff820|2024-04-06|Version 3.3.2.
fbb8eeb|2024-04-06|Support sort zip items.
e958698|2024-03-30|修复zip细节问题
0d986f2|2024-03-30|Version 3.3.1.
2c6011a|2024-03-30|Update font viewer style.
532a2d5|2024-03-30|Adjust font viewer layout.
965ce5b|2024-03-30|完成字体渲染
a8cfa42|2024-03-29|Init font viewer.
8dc5c52|2024-03-29|Extra class handler.
2b6339e|2024-03-29|Trim code.
a0fe755|2024-03-29|Update pdf viewer style.
4213358|2024-03-29|Upgrade pdf viewer icon.
590202a|2024-03-29|Trim code.
03c1699|2024-03-29|Version 3.3.0.
c5bc139|2024-03-29|Support view zip via gbk encoding
f233eb1|2024-03-29|Trim code.
b21cf20|2024-03-29|Support edit in vscode for csv.
3dee306|2024-03-29|Support list sheets.
047cba4|2024-03-29|Fix build failed.
0e58942|2024-03-29|Update github action.
0956843|2024-03-29|Beautify cell.
e214803|2024-03-29|Remove @antv/s2-react.
8e28ca6|2024-03-29|Set image viewer as optional.
61ca302|2024-03-29|Color follow vscode theme
6c46e62|2024-03-29|Fix load deleted git image failed.
57114e8|2024-03-29|Scale thumbnail when change image.
bcbe65c|2024-03-29|Support scroll image via mouse wheel.
bc86b59|2024-03-29|Adjust some style
5ed1696|2024-03-28|Support paganation for word viewer.
2023fad|2024-03-28|Migrate word view to react
0b4f376|2024-03-28|Remove legacy image viewer.
fc52424|2024-03-28|Init react-image-gallery
3de8ee5|2024-03-28|Set as class default viewer.
f02c931|2024-03-28|Lazy load components.
ba99e29|2024-03-28|完成zip迁移
